Session Code,Trial Code,Unix Timestamp,Event Type,Violation Duration,X,Y,Z,Pitch,Yaw,Roll
p1ImZ273,E0p3p7wj,1725724579,violation,2.8170268535614014,246.8105010986328,-135.063232421875,0.0004360961902420968,-0.09539724886417389,-90.68052673339844,-0.0355834923684597
p1ImZ273,E0p3p7wj,1725724595,violation,4.48280668258667,-10.412117958068848,-206.41415405273438,0.00043060301686637104,-0.11362019181251526,-176.79287719726562,0.226819708943367
p1ImZ273,E0p3p7wj,1725724604,violation,1.9878332614898682,-84.84130859375,-84.27198791503906,-0.8218363523483276,-0.7216436266899109,84.0522232055664,0.58132404088974
p1ImZ273,E0p3p7wj,1725724610,violation,1.5207958221435547,-85.3503189086914,28.76810073852539,0.09628448635339737,0.50449138879776,91.36226654052734,0.13440808653831482
p1ImZ273,E0p3p7wj,1725724616,violation,0.49831295013427734,-84.28224182128906,137.8151397705078,0.02262268029153347,-0.1577773541212082,90.46990203857422,0.027809729799628258
p1ImZ273,E0p3p7wj,1725724634,violation,8.00731086730957,232.00958251953125,168.09646606445312,1.683014988899231,-1.2493577003479004,-57.86357116699219,2.091860294342041
p1ImZ273,E0p3p7wj,1725724646,violation,1.2469961643218994,245.98069763183594,-41.674739837646484,0.0004327392380218953,-0.10309486836194992,-87.29149627685547,0.036826908588409424
p1ImZ273,1ltTZ021,1725724665,violation,1.3094213008880615,247.2876739501953,-141.0866241455078,0.000438690185546875,-0.07949656993150711,-88.9163818359375,-0.1636962741613388
p1ImZ273,1ltTZ021,1725724673,violation,1.5923171043395996,138.58505249023438,-204.54708862304688,0.00042900085099972785,-0.10922154784202576,170.95159912109375,-0.1002502292394638
p1ImZ273,1ltTZ021,1725724677,violation,1.9300882816314697,57.14174270629883,-204.41212463378906,0.000435066205682233,-0.08984430134296417,176.65206909179688,0.24590030312538147
p1ImZ273,1ltTZ021,1725724691,violation,2.9029557704925537,-85.35700225830078,-62.858245849609375,-0.7681944370269775,0.7232008576393127,88.3409194946289,-0.3257750868797302
p1ImZ273,1ltTZ021,1725724695,violation,1.072098731994629,-88.21698760986328,8.013199806213379,0.0033393476624041796,-0.047790832817554474,90.70577239990234,0.1310175657272339
p1ImZ273,1ltTZ021,1725724709,violation,1.2473993301391602,-7.875325679779053,205.8627471923828,0.00043243408435955644,-0.09942705929279327,5.621756553649902,-0.4157104790210724
p1ImZ273,1ltTZ021,1725724714,violation,1.5485131740570068,87.6867446899414,207.7425994873047,1.0285333395004272,1.1725043058395386,-1.11993408203125,-0.0375976599752903
p1ImZ273,1ltTZ021,1725724718,violation,1.4505417346954346,167.7977752685547,203.3323211669922,2.7808334827423096,0.6287188529968262,-12.829854965209961,0.5898296236991882
p1ImZ273,1ltTZ021,1725724721,violation,2.045476198196411,231.2937469482422,165.8878631591797,1.6525160074234009,-1.2215245962142944,-56.01877975463867,1.263004183769226
p1ImZ273,1ltTZ021,1725724727,violation,1.331498146057129,243.515380859375,65.04862976074219,0.010094222612679005,-0.17773517966270447,-90.1551284790039,0.09493415057659149
p1ImZ273,XrrepJY1,1725724756,violation,0.5434041023254395,247.6488037109375,-85.43815612792969,0.00044685363536700606,-0.04404105618596077,-90.68335723876953,0.32989469170570374
p1ImZ273,XrrepJY1,1725724761,violation,0.46157050132751465,244.96270751953125,-166.89068603515625,0.00045173647231422365,-0.02838626503944397,-104.35869598388672,0.8621897101402283
p1ImZ273,XrrepJY1,1725724767,violation,1.3897356986999512,146.83013916015625,-205.9723358154297,0.00046871183440089226,-0.11150966584682465,171.5730438232422,0.41549423336982727
p1ImZ273,XrrepJY1,1725724771,violation,1.494171142578125,71.20890808105469,-203.3502655029297,0.00043560026097111404,-0.11337430030107498,179.0919647216797,0.0783311128616333
p1ImZ273,XrrepJY1,1725724774,violation,1.608551263809204,0.6609036922454834,-205.00064086914062,0.0004317474376875907,-0.11306694895029068,-179.8863067626953,-0.08956906944513321
p1ImZ273,XrrepJY1,1725724778,violation,1.46225905418396,-67.37770080566406,-201.14599609375,0.0004158784868195653,-0.11883162707090378,144.8861541748047,2.448314666748047
p1ImZ273,XrrepJY1,1725724783,violation,1.671708583831787,-87.23428344726562,-109.97847747802734,-0.28982993960380554,-1.34649658203125,86.97591400146484,0.4244185984134674
p1ImZ273,XrrepJY1,1725724788,violation,1.9811077117919922,-86.1929931640625,-17.894081115722656,-0.12400882691144943,0.4580119848251343,88.062255859375,-0.020507803186774254
p1ImZ273,XrrepJY1,1725724793,violation,2.2099220752716064,-85.75719451904297,79.2784194946289,0.7363232374191284,-1.078575611114502,91.01853942871094,-0.3719177842140198
p1ImZ273,XrrepJY1,1725724802,violation,1.010030746459961,-15.086684226989746,204.6867218017578,0.0004378891026135534,-0.09023362398147583,-5.017427444458008,0.36234864592552185
p1ImZ273,XrrepJY1,1725724806,violation,0.6419181823730469,67.10696411132812,205.1490020751953,0.5705962777137756,1.2332452535629272,0.5239323377609253,-0.1994018405675888
p1ImZ273,XrrepJY1,1725724810,violation,2.1946070194244385,149.73550415039062,206.29733276367188,2.4091687202453613,1.161220908164978,0.2546173632144928,0.10326036810874939
p1ImZ273,XrrepJY1,1725724815,violation,1.779090404510498,225.93577575683594,175.82138061523438,1.8738291263580322,-1.229946255683899,-50.16044235229492,1.0281859636306763
